Sample	Passed Filter	Low Quality	Too Many N	Too Short	Too Long
Pool-4-000-UDI_54_S1_L1_polyg	44274278.0	0.0	0.0	17492.0	0.0
Pool-4-001-AZP-238_S2_L1_polyg	30087334.0	0.0	0.0	2494.0	0.0
Pool-4-002-AZP-239_S3_L1_polyg	34800330.0	0.0	0.0	8694.0	0.0
Pool-4-003-AZP-240_S4_L1_polyg	39378904.0	0.0	0.0	2348.0	0.0
Pool-4-004-AZP-241_S5_L1_polyg	47305952.0	0.0	0.0	3476.0	0.0
Pool-4-005-AZP-242_S6_L1_polyg	3544442.0	0.0	0.0	13048.0	0.0
Pool-4-006-AZP-243_S7_L1_polyg	35552034.0	0.0	0.0	4236.0	0.0
Pool-4-007-AZP-244_S8_L1_polyg	36913876.0	0.0	0.0	12478.0	0.0
Pool-4-008-AZP-245_S9_L1_polyg	16878544.0	0.0	0.0	8174.0	0.0
Pool-4-009-AZP-246_S10_L1_polyg	52669798.0	0.0	0.0	5368.0	0.0
Pool-4-010-AZP-247_S11_L1_polyg	47119480.0	0.0	0.0	23690.0	0.0
Pool-4-011-AZP-248_S12_L1_polyg	46880988.0	0.0	0.0	7306.0	0.0
Pool-4-012-AZP-249_S13_L1_polyg	39757066.0	0.0	0.0	3774.0	0.0
Pool-4-013-AZP-250_S14_L1_polyg	33096280.0	0.0	0.0	3656.0	0.0
Pool-4-014-AZP-251_S15_L1_polyg	38164530.0	0.0	0.0	6506.0	0.0
Pool-4-015-AZP-252_S16_L1_polyg	46656690.0	0.0	0.0	5844.0	0.0
Pool-4-016-AZP-253_S17_L1_polyg	29503110.0	0.0	0.0	17536.0	0.0
Pool-4-017-AZP-254_S18_L1_polyg	40680154.0	0.0	0.0	2840.0	0.0
Pool-4-018-AZP-255_S19_L1_polyg	29168004.0	0.0	0.0	1728.0	0.0
Pool-4-019-AZP-256_S20_L1_polyg	32775388.0	0.0	0.0	1854.0	0.0
Pool-4-020-AZP-257_S21_L1_polyg	28017852.0	0.0	0.0	2358.0	0.0
Pool-4-021-AZP-258_S22_L1_polyg	38706548.0	0.0	0.0	2218.0	0.0
Pool-4-022-AZP-259_S23_L1_polyg	30684620.0	0.0	0.0	2980.0	0.0
Pool-4-023-AZP-260_S24_L1_polyg	38413858.0	0.0	0.0	4646.0	0.0
Pool-4-024-AZP-261_S25_L1_polyg	36973812.0	0.0	0.0	14886.0	0.0
Pool-4-025-AZP-262_S26_L1_polyg	46899724.0	0.0	0.0	4364.0	0.0
Pool-4-026-AZP-263_S27_L1_polyg	41888960.0	0.0	0.0	7650.0	0.0
Pool-4-027-AZP-264_S28_L1_polyg	38177566.0	0.0	0.0	6404.0	0.0
Pool-4-028-AZP-265_S29_L1_polyg	37256552.0	0.0	0.0	2504.0	0.0
Pool-4-029-AZP-266_S30_L1_polyg	40948810.0	0.0	0.0	3548.0	0.0
Pool-4-030-AZP-267_S31_L1_polyg	39740684.0	0.0	0.0	1940.0	0.0
Pool-4-031-AZP-268_S32_L1_polyg	34560338.0	0.0	0.0	3104.0	0.0
Pool-4-032-AZP-269_S33_L1_polyg	37235580.0	0.0	0.0	13208.0	0.0
Pool-4-033-AZP-270_S34_L1_polyg	43850652.0	0.0	0.0	4120.0	0.0
Pool-4-034-AZP-271_S35_L1_polyg	32313566.0	0.0	0.0	1562.0	0.0
Pool-4-035-AZP-272_S36_L1_polyg	33602988.0	0.0	0.0	4802.0	0.0
Pool-4-036-AZP-273_S37_L1_polyg	40386480.0	0.0	0.0	4240.0	0.0
Pool-4-037-AZP-274_S38_L1_polyg	42117518.0	0.0	0.0	11822.0	0.0
Pool-4-038-AZP-275_S39_L1_polyg	37236738.0	0.0	0.0	2640.0	0.0
Pool-4-039-AZP-276_S40_L1_polyg	39306120.0	0.0	0.0	8392.0	0.0
Pool-4-040-AZP-277_S41_L1_polyg	41701920.0	0.0	0.0	5884.0	0.0
Pool-4-041-AZP-278_S42_L1_polyg	28213354.0	0.0	0.0	1444.0	0.0
Pool-4-042-AZP-279_S43_L1_polyg	36264576.0	0.0	0.0	3532.0	0.0
Pool-4-043-AZP-280_S44_L1_polyg	35754898.0	0.0	0.0	5516.0	0.0
Pool-4-044-AZP-281_S45_L1_polyg	31330664.0	0.0	0.0	2462.0	0.0
Pool-4-045-AZP-282_S46_L1_polyg	30397886.0	0.0	0.0	7494.0	0.0
Pool-4-046-AZP-283_S47_L1_polyg	47977982.0	0.0	0.0	9266.0	0.0
Pool-4-047-AZP-284_S48_L1_polyg	34394850.0	0.0	0.0	7766.0	0.0
Pool-4-048-AZP-285_S49_L1_polyg	31520700.0	0.0	0.0	18840.0	0.0
Pool-4-049-AZP-286_S50_L1_polyg	29719260.0	0.0	0.0	1838.0	0.0
Pool-4-050-AZP-287_S51_L1_polyg	25913760.0	0.0	0.0	16560.0	0.0
Pool-4-051-AZP-288_S52_L1_polyg	38131092.0	0.0	0.0	1460.0	0.0
Pool-4-052-AZP-289_S53_L1_polyg	1796.0	0.0	0.0	0.0	0.0
Pool-4-053-AZP-E1_S54_L1_polyg	6298734.0	0.0	0.0	7158.0	0.0
Pool-4-054-AZP-E2_S55_L1_polyg	1528468.0	0.0	0.0	828.0	0.0
Pool-4-055-AZP-E3_S56_L1_polyg	2269634.0	0.0	0.0	1642.0	0.0
Pool-4-056-AZP-E4_S57_L1_polyg	2177858.0	0.0	0.0	880.0	0.0
Pool-4-057-AZP-E5_S58_L1_polyg	2426686.0	0.0	0.0	1198.0	0.0
Pool-4-058-AZP-E6_S59_L1_polyg	2399394.0	0.0	0.0	1192.0	0.0
Pool-4-059-AZP-E7_S60_L1_polyg	3166714.0	0.0	0.0	1020.0	0.0
Pool-4-060-AZP-E8_S61_L1_polyg	1985786.0	0.0	0.0	1630.0	0.0
Pool-4-061-AZP-E9_S62_L1_polyg	7906.0	0.0	0.0	0.0	0.0
Pool-4-062-AZP-E10_S63_L1_polyg	8698838.0	0.0	0.0	3622.0	0.0
