tax_id	scientific_name	sample_alias	sample_title	sample_description	project name	collection date	geographic location (country and/or sea)	geographic location (latitude)	geographic location (longitude)	broad-scale environmental context	local environmental context	environmental medium
410658	Small ruminant metagenome	TB10/KF-795/F6	AZP_257	Metagenome from archaeological sample	PRJEB63473	Uzbekistan	37.700000	66.800000		anatomical entity environment	bone	Tooth (mandible)
410658	Small ruminant metagenome	TB10/KF-795/F7	AZP_258	Metagenome from archaeological sample	PRJEB63473	Uzbekistan	37.700000	66.800000		anatomical entity environment	bone	Tooth (mandible)
410658	Ovis metagenome	TB10/KF-796/F1	AZP_259	Metagenome from archaeological sample	PRJEB63473	Uzbekistan	37.700000	66.800000		anatomical entity environment	bone	Tooth (mandible)
410658	Capra metagenome	TB10/KF-796/F2	AZP_260	Metagenome from archaeological sample	PRJEB63473	Uzbekistan	37.700000	66.800000		anatomical entity environment	bone	Tooth (mandible)
410658	Ovis metagenome	TB10/KF-796/F3	AZP_261	Metagenome from archaeological sample	PRJEB63473	Uzbekistan	37.700000	66.800000		anatomical entity environment	bone	Mandible
410658	Ovis metagenome	TB10/KF-799/F1	AZP_262	Metagenome from archaeological sample	PRJEB63473	Uzbekistan	37.700000	66.800000		anatomical entity environment	bone	Maxilla
410658	Capra metagenome	TB10/KF-799/F2	AZP_263	Metagenome from archaeological sample	PRJEB63473	Uzbekistan	37.700000	66.800000		anatomical entity environment	bone	Mandible
410658	Ovis metagenome	TB10/KF-799/F3	AZP_264	Metagenome from archaeological sample	PRJEB63473	Uzbekistan	37.700000	66.800000		anatomical entity environment	bone	Horn core
410658	Capra metagenome	TB10/KF-799/F4	AZP_265	Metagenome from archaeological sample	PRJEB63473	Uzbekistan	37.700000	66.800000		anatomical entity environment	bone	Horn core
410658	Ovis metagenome	TB10/KF-799/F5	AZP_266	Metagenome from archaeological sample	PRJEB63473	Uzbekistan	37.700000	66.800000		anatomical entity environment	bone	Thoracic vertebra
410658	Ovis metagenome	TB10/KF-799/F6	AZP_267	Metagenome from archaeological sample	PRJEB63473	Uzbekistan	37.700000	66.800000		anatomical entity environment	bone	Thoracic vertebra
410658	Ovis metagenome	TB10/KF-799/F7	AZP_268	Metagenome from archaeological sample	PRJEB63473	Uzbekistan	37.700000	66.800000		anatomical entity environment	bone	Thoracic vertebra
410658	Small ruminant metagenome	TB10/KF-799/F8	AZP_269	Metagenome from archaeological sample	PRJEB63473	Uzbekistan	37.700000	66.800000		anatomical entity environment	bone	Rib
410658	Ovis metagenome	TB10/KF-799/F9	AZP_270	Metagenome from archaeological sample	PRJEB63473	Uzbekistan	37.700000	66.800000		anatomical entity environment	bone	Rib
410658	Ovis metagenome	TB10/KF-799/F10	AZP_271	Metagenome from archaeological sample	PRJEB63473	Uzbekistan	37.700000	66.800000		anatomical entity environment	bone	Rib
410658	Ovis metagenome	TB10/KF-799/F11	AZP_272	Metagenome from archaeological sample	PRJEB63473	Uzbekistan	37.700000	66.800000		anatomical entity environment	bone	Humerus
410658	Ovis metagenome	TB10/KF-799/F12	AZP_273	Metagenome from archaeological sample	PRJEB63473	Uzbekistan	37.700000	66.800000		anatomical entity environment	bone	Radius
410658	Ovis metagenome	TB10/KF-799/F13	AZP_274	Metagenome from archaeological sample	PRJEB63473	Uzbekistan	37.700000	66.800000		anatomical entity environment	bone	Radius
410658	Ovis metagenome	TB10/KF-799/F14	AZP_275	Metagenome from archaeological sample	PRJEB63473	Uzbekistan	37.700000	66.800000		anatomical entity environment	bone	Ulna
410658	Ovis metagenome	TB10/KF-799/F15	AZP_276	Metagenome from archaeological sample	PRJEB63473	Uzbekistan	37.700000	66.800000		anatomical entity environment	bone	Metacarpal III+IV
410658	Bos metagenome	TB10/KF-799/F16	AZP_277	Metagenome from archaeological sample	PRJEB63473	Uzbekistan	37.700000	66.800000		anatomical entity environment	bone	Femur
410658	Ovis metagenome	TB10/KF-799/F17	AZP_278	Metagenome from archaeological sample	PRJEB63473	Uzbekistan	37.700000	66.800000		anatomical entity environment	bone	Femur
410658	Ovis metagenome	TB10/KF-799/F18	AZP_279	Metagenome from archaeological sample	PRJEB63473	Uzbekistan	37.700000	66.800000		anatomical entity environment	bone	Femur
410658	Gazella metagenome	TB10/KF-799/F19	AZP_280	Metagenome from archaeological sample	PRJEB63473	Uzbekistan	37.700000	66.800000		anatomical entity environment	bone	Femur
410658	Ovis metagenome	TB10/KF-799/F20	AZP_281	Metagenome from archaeological sample	PRJEB63473	Uzbekistan	37.700000	66.800000		anatomical entity environment	bone	Calcaneus
410658	Ovis metagenome	TB10/KF-799/F21	AZP_282	Metagenome from archaeological sample	PRJEB63473	Uzbekistan	37.700000	66.800000		anatomical entity environment	bone	Calcaneus
410658	Ovis metagenome	TB10/KF-799/F22	AZP_283	Metagenome from archaeological sample	PRJEB63473	Uzbekistan	37.700000	66.800000		anatomical entity environment	bone	Calcaneus
410658	Capra metagenome	TB10/KF-799/F23	AZP_284	Metagenome from archaeological sample	PRJEB63473	Uzbekistan	37.700000	66.800000		anatomical entity environment	bone	First phalanx
410658	Ovis metagenome	TB10/KF-799/F24	AZP_285	Metagenome from archaeological sample	PRJEB63473	Uzbekistan	37.700000	66.800000		anatomical entity environment	bone	Tooth (mandible)
410658	Bos metagenome	TB10/KF-802/F1	AZP_286	Metagenome from archaeological sample	PRJEB63473	Uzbekistan	37.700000	66.800000		anatomical entity environment	bone	Rib
410658	Ovis metagenome	TB10/KF-804/F1	AZP_287	Metagenome from archaeological sample	PRJEB63473	Uzbekistan	37.700000	66.800000		anatomical entity environment	bone	Tooth
410658	Ovis metagenome	TB10/KF-816/F1	AZP_288	Metagenome from archaeological sample	PRJEB63473	Uzbekistan	37.700000	66.800000		anatomical entity environment	bone	Tooth (mandible)
410658	Ovis metagenome	TB10/KF-904/F1	AZP_289	Metagenome from archaeological sample	PRJEB63473	Uzbekistan	37.700000	66.800000		anatomical entity environment	bone	Skull
