Node	EASI021.unmapped.rma6	EASI022.unmapped.rma6	EASI023A.unmapped.rma6	EASI023B.unmapped.rma6	EASI023C.unmapped.rma6	EASI031A.unmapped.rma6	EASI031B.unmapped.rma6	EASI031C.unmapped.rma6	EASI032.unmapped.rma6	EASI024.unmapped.rma6	EASI025.unmapped.rma6	EASI026A.unmapped.rma6	EASI026B.unmapped.rma6	EASI027.unmapped.rma6	EASI028A.unmapped.rma6	EASI028B.unmapped.rma6	EASI001.unmapped.rma6	EASI019A.unmapped.rma6	EASI019B.unmapped.rma6	EASI020A.unmapped.rma6	EASI020B.unmapped.rma6	EASI020C.unmapped.rma6	EASI020D.unmapped.rma6	EASI029.unmapped.rma6	EASI030.unmapped.rma6	EASI002.unmapped.rma6	EASI003A.unmapped.rma6	EASI003B.unmapped.rma6	EASI003C.unmapped.rma6	EASI004A.unmapped.rma6	EASI004B.unmapped.rma6	EASI005.unmapped.rma6	EASI006A.unmapped.rma6	EASI006B.unmapped.rma6	EASI007A.unmapped.rma6	EASI007B.unmapped.rma6	EASI008.unmapped.rma6	EASI009.unmapped.rma6	EASI010.unmapped.rma6	EASI011.unmapped.rma6	EASI012A.unmapped.rma6	EASI012B.unmapped.rma6	EASI013.unmapped.rma6	EASI014.unmapped.rma6	EASI015A.unmapped.rma6	EASI015B.unmapped.rma6	EASI015C.unmapped.rma6	EASI015D.unmapped.rma6	EASI016A.unmapped.rma6	EASI016B.unmapped.rma6	EASI017A.unmapped.rma6	EASI017B.unmapped.rma6	EASI018.unmapped.rma6	EASI040.unmapped.rma6	EASI041.unmapped.rma6	EASI042.unmapped.rma6	EASI033A.unmapped.rma6	EASI033B.unmapped.rma6	EASI034.unmapped.rma6	EASI043.unmapped.rma6	EASI044.unmapped.rma6	EASI045.unmapped.rma6	EASI035.unmapped.rma6	EASI037.unmapped.rma6	EASI038.unmapped.rma6	EASI039A.unmapped.rma6	EASI039B.unmapped.rma6	EASI039C.unmapped.rma6	EASI039D.unmapped.rma6
Borreliella_garinii	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bovine_rhinitis_A_virus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Brucella_abortus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Brucella_abortus_bv._6_str._870	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0
Brucella_canis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Brucella_melitensis	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
Brucella_microti	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Brucella_ovis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Brucella_suis	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Brucella_suis_bv._2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
Burkholderia_cepacia	9	11	8	15	10	4	7	5	4	9	12	10	15	6	17	8	3	3	8	12	8	10	9	9	5	10	19	16	7	13	14	13	8	19	13	17	33	19	10	46	14	18	20	11	14	15	12	16	29	21	17	10	12	25	10	8	2	5	10	22	14	11	7	9	4	11	20	19	16
Burkholderia_cepacia_ATCC_25416	2	4	2	6	6	1	3	0	2	1	4	6	6	1	4	3	2	2	1	2	5	2	1	1	1	0	8	5	3	2	5	4	1	2	5	3	5	2	3	12	5	4	9	1	3	6	4	7	4	3	5	12	2	7	6	0	6	2	3	5	6	6	2	1	1	8	3	3	6
Burkholderia_cepacia_JBK9	1	3	4	6	2	0	2	1	1	3	4	2	5	1	4	7	1	3	1	1	2	2	4	0	0	2	5	1	0	1	7	2	7	3	5	4	12	7	1	19	4	6	7	0	4	4	3	5	10	7	10	4	2	9	4	1	3	4	7	6	3	7	4	4	3	4	3	2	2
Burkholderia_gladioli	18	9	20	15	17	16	10	18	15	17	19	32	35	8	13	27	9	8	12	19	12	8	7	22	16	5	31	20	17	12	25	23	24	24	30	44	58	33	10	70	38	19	45	19	31	34	18	28	42	33	21	37	11	42	26	17	13	14	27	27	34	21	12	18	8	21	33	22	30
Burkholderia_gladioli_BSR3	4	3	4	6	5	5	1	4	2	2	6	2	3	1	7	4	1	4	6	7	2	2	0	2	7	0	15	4	5	5	3	3	8	9	7	9	17	13	1	20	9	4	11	2	8	9	2	10	10	6	8	4	7	9	3	3	3	2	2	3	7	3	6	5	1	6	10	2	11
Burkholderia_gladioli_pv._gladioli	11	12	21	27	14	15	11	12	13	7	11	18	30	7	30	21	10	10	10	9	8	8	3	10	24	7	31	21	25	12	21	10	30	19	22	27	53	42	15	66	25	18	45	9	34	27	17	17	48	29	27	27	24	51	25	8	10	10	16	15	17	14	14	20	5	18	32	26	26
Burkholderia_mallei	0	0	3	0	1	1	1	0	0	2	0	1	0	0	1	1	0	1	1	0	2	1	0	0	0	0	1	1	1	0	0	0	2	0	0	0	2	1	0	1	0	0	1	1	2	2	4	0	0	1	0	2	0	0	1	0	2	0	1	2	2	1	2	1	0	0	0	1	3
Burkholderia_mallei_NCTC_10247	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	1	1
Burkholderia_multivorans	10	21	12	23	16	12	4	9	19	10	28	24	27	4	32	20	7	4	13	13	15	9	5	15	18	7	31	15	18	19	19	15	21	28	22	16	55	16	13	66	31	17	40	15	22	31	19	19	31	27	21	35	20	56	29	11	14	15	18	32	29	24	11	21	10	14	32	19	19
Burkholderia_multivorans_ATCC_17616	2	2	1	4	5	1	2	6	0	3	4	3	9	2	4	4	0	3	2	2	3	1	6	2	5	1	7	2	0	3	7	6	7	8	5	5	15	4	5	14	10	6	8	2	4	10	6	5	9	13	5	8	7	10	5	2	4	3	10	6	8	13	3	6	1	4	8	3	6
Burkholderia_multivorans_ATCC_BAA-247	2	4	10	5	4	2	0	3	1	5	8	3	6	2	2	5	2	2	2	5	3	2	1	4	3	1	8	1	7	3	8	4	5	3	4	7	14	9	7	14	9	4	12	0	7	5	0	7	5	6	6	5	5	16	5	2	6	0	5	12	8	3	1	4	1	4	4	4	5
Burkholderia_pseudomallei	6	10	7	13	13	3	4	9	8	8	12	15	9	4	10	5	8	10	10	7	6	9	7	13	10	6	15	22	8	11	12	9	7	10	20	8	28	18	10	46	14	6	13	9	27	19	11	13	14	18	8	14	10	23	11	8	11	6	4	11	29	9	12	10	3	10	13	7	25
Burkholderia_pseudomallei_1106b	0	1	2	1	1	0	1	0	1	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	1	0	1	0	0	0	8	1	0	0	0	0	2	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	1	0	2	0	0	2	0	0
Burkholderia_pseudomallei_1710a	1	0	0	0	0	1	0	0	0	0	1	0	3	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0
Burkholderia_pseudomallei_1710b	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Burkholderia_pseudomallei_7894	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0	0	4	0	1	0	0	1	0	1	1	0	1	0	0	0	0	2	1	1	0	0	1	0	0	0	0	0	0	1	0	1
Burkholderia_pseudomallei_B03	0	0	0	0	1	0	1	1	0	2	0	2	0	0	0	0	0	0	1	1	1	1	2	0	0	0	1	0	0	0	0	1	2	0	0	0	1	0	0	3	1	1	4	0	0	2	0	2	0	0	0	1	1	3	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0
Burkholderia_pseudomallei_MSHR1153	2	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	0	0	0	0	0	2	1	0	0	0	2	1	0	1	0	0	0	0	1	2	0	1	0	0	1	0	0	0	1	2	0	3	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1
Burkholderia_pseudomallei_MSHR2543	0	1	1	0	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	1	0	0	0	2	0	1	1	1	1	0	1	1	2	3	1	1	0	2	1	0	0	1	2	0	2	0	1	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0
Burkholderia_pseudomallei_MSHR346	0	1	3	0	0	1	0	0	0	1	1	0	0	0	2	0	0	1	0	0	1	1	0	3	0	0	1	0	0	0	1	0	1	0	0	0	1	1	1	0	1	0	2	0	1	2	0	1	0	2	0	0	1	1	0	0	0	0	0	2	1	0	0	0	0	1	1	1	0
Burkholderia_pseudomallei_MSHR435	0	0	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	2	1	1	2	0	0	0	3	0	1	0	0	2	5	0	0	0	0	0	3	1	0	0	2	0	1	0	1	0	0	0	0	0	2	1	0	0	0	1	0	2	0	0
Burkholderia_pseudomallei_NCTC_13179	0	0	1	1	3	2	0	2	1	0	1	0	0	1	0	1	6	2	1	5	5	6	2	0	2	1	2	0	0	1	0	1	2	1	0	1	3	0	2	0	1	0	1	4	3	1	0	3	0	0	1	2	1	13	1	2	0	1	1	1	3	1	0	1	5	1	1	4	2
Burkholderia_pseudomallei_Pasteur_52237	0	0	0	0	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	2	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	1	1	0	0
Campylobacter_coli	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	2	1
Campylobacter_coli_76339	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Campylobacter_fetus	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
Campylobacter_fetus_subsp._venerealis_NCTC_10354	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Campylobacter_gracilis	0	1	0	1	2	0	1	0	0	1	2	1	1	1	0	0	0	0	0	0	1	0	0	1	1	0	2	2	0	0	1	0	9	0	1	2	0	0	0	0	2	2	1	1	2	1	0	2	1	0	0	0	0	3	0	1	1	1	0	0	0	1	1	1	0	1	1	1	2
Campylobacter_showae	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	0	1	0	1	1	1	1	0	1	1	2	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1	1	1	0	2	0	0	0	0	1	0
Canine_morbillivirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chlamydia_abortus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chlamydia_abortus_LLG	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chlamydia_caviae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chlamydia_caviae_GPIC	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
