Node	NumberOfAssignedReads
Streptococcus_gallolyticus	0
Streptococcus_gordonii	1
Streptococcus_gordonii_str._Challis_substr._CH1	0
Streptococcus_intermedius	0
Streptococcus_lutetiensis	0
Streptococcus_milleri	1
Streptococcus_mitis	7
Streptococcus_mutans	0
Streptococcus_oralis	9
Streptococcus_oralis_Uo5	1
Streptococcus_oralis_subsp._oralis	2
Streptococcus_oralis_subsp._tigurinus	1
Streptococcus_parauberis	0
Streptococcus_pneumoniae	3
Streptococcus_pyogenes	0
Streptococcus_salivarius	5
Streptococcus_sanguinis	3
Streptococcus_sanguinis_SK36	5
Streptococcus_sp._HSISM1	0
Streptococcus_suis	0
Streptococcus_thermophilus	5
Streptococcus_thermophilus_ND03	4
Tannerella_forsythia	0
Tannerella_forsythia_92A2	0
Treponema	1
Treponema_brennaborense_DSM_12168	1
Treponema_denticola	0
Treponema_denticola_ATCC_35405	0
Treponema_pallidum	0
Treponema_pallidum_subsp._pallidum	0
Treponema_pallidum_subsp._pertenue	0
Treponema_succinifaciens_DSM_2489	2
Veillonella_parvula	3
Veillonella_parvula_HSIVP1	2
Vesicular_stomatitis_Indiana_virus	0
Vibrio_anguillarum	0
Vibrio_anguillarum_775	1
Vibrio_cholerae	1
Vibrio_cholerae_O1_biovar_El_Tor	1
Vibrio_furnissii	0
Vibrio_parahaemolyticus	1
Vibrio_splendidus	0
Vibrio_vulnificus	3
Vibrio_vulnificus_NBRC_15645_=_ATCC_27562	1
Vibrio_vulnificus_VVyb1(BT3)	1
Yersinia_aldovae	0
Yersinia_aldovae_670-83	22
Yersinia_aleksiciae	3
Yersinia_enterocolitica	4
Yersinia_enterocolitica_(type_O:5)_str._YE53/03	2
Yersinia_enterocolitica_LC20	2
Yersinia_enterocolitica_subsp._enterocolitica	4
Yersinia_enterocolitica_subsp._palearctica_105.5R(r)	1
Yersinia_intermedia	9
Yersinia_pestis	0
Yersinia_pestis_CO92	0
Yersinia_pseudotuberculosis	1
Yersinia_pseudotuberculosis_complex	6
Yersinia_rohdei	1
Yersinia_ruckeri	5
Yersinia_similis	2
