Node	NumberOfAssignedReads
Enterococcus_mundtii	1
Enterovirus_B	0
Epizootic_hemorrhagic_disease_virus_(serotype_1_/_strain_New_Jersey)	0
Equine_rhinitis_A_virus	0
Erysipelothrix_rhusiopathiae	0
Erysipelothrix_rhusiopathiae_str._Fujisawa	1
Erythroparvovirus	0
Escherichia_coli	57
Escherichia_coli_042	1
Escherichia_coli_APEC_O2-211	3
Escherichia_coli_ED1a	1
Escherichia_coli_K-12	1
Escherichia_coli_O111	0
Escherichia_coli_O145:NM	1
Escherichia_coli_O157:H7	0
Escherichia_coli_O25b:H4	1
Escherichia_coli_O26	0
Francisella_tularensis	0
Fusobacterium	1
Fusobacterium_necrophorum_subsp._necrophorum	3
Fusobacterium_nucleatum	0
Fusobacterium_nucleatum_subsp._vincentii_ChDC_F8	1
Fusobacterium_varium_ATCC_27725	2
Goatpox_virus	0
Haemophilus_influenzae	8
Haemophilus_influenzae_CGSHiCZ412602	6
Haemophilus_influenzae_F3047	1
Haemophilus_influenzae_biotype_aegyptius	1
Helicobacter_cinaedi	1
Helicobacter_pylori	4
Helicobacter_pylori_HPAG1	1
Helicobacter_pylori_SJM180	1
Hepatitis_B_virus	0
Hepatitis_E_virus	0
Hepatitis_delta_virus	0
Human_adenovirus_1	0
Human_adenovirus_2	0
Human_adenovirus_35	0
Human_adenovirus_5	0
Human_adenovirus_54	0
Human_adenovirus_7	0
Human_alphaherpesvirus_1	0
Human_alphaherpesvirus_2	0
Human_alphaherpesvirus_3	0
Human_gammaherpesvirus_4	0
Human_herpesvirus_4_type_2	0
Human_mastadenovirus_C	0
JC_polyomavirus	0
Klebsiella_aerogenes	16
Klebsiella_aerogenes_EA1509E	1
Klebsiella_michiganensis	22
Klebsiella_michiganensis_KCTC_1686	3
Klebsiella_oxytoca	19
Klebsiella_pneumoniae	18
Klebsiella_pneumoniae_subsp._pneumoniae	6
Klebsiella_pneumoniae_subsp._pneumoniae_KPNIH24	1
Klebsiella_pneumoniae_subsp._pneumoniae_PittNDM01	2
Klebsiella_pneumoniae_subsp._rhinoscleromatis	1
Legionella_anisa	1
Legionella_lansingensis	4
Legionella_pneumophila	5
Legionella_pneumophila_subsp._fraseri	2
Legionella_pneumophila_subsp._pascullei	2
Legionella_pneumophila_subsp._pneumophila	1
Legionella_pneumophila_subsp._pneumophila_str._Philadelphia_1	1
Leptospira_alexanderi	0
Leptospira_alstonii	0
Leptospira_biflexa	0
Leptospira_biflexa_serovar_Patoc	3
Leptospira_borgpetersenii	1
Leptospira_broomii	0
Leptospira_fainei	0
Leptospira_inadai	0
Leptospira_interrogans	3
Leptospira_interrogans_serovar_Bataviae	1
Leptospira_interrogans_serovar_Hardjo-prajitno	1
Leptospira_interrogans_serovar_Lai_str._56601	1
Leptospira_kirschneri	0
Leptospira_kmetyi	2
Leptospira_licerasiae	0
Leptospira_noguchii	2
Leptospira_santarosai	2
Leptospira_weilii	0
Leptospira_wolffii	0
Listeria_monocytogenes	5
Listeria_monocytogenes_HCC23	2
Lumpy_skin_disease_virus	0
Lymphocryptovirus	0
Mannheimia_haemolytica	6
Mannheimia_haemolytica_D174	1
Mannheimia_haemolytica_M42548	2
Mannheimia_haemolytica_USMARC_2286	1
Measles_morbillivirus	0
Methanobrevibacter_oralis	0
Moraxella_catarrhalis	0
Morbillivirus	0
Mycobacterium_avium	31
Mycobacterium_avium_subsp._avium	3
Mycobacterium_avium_subsp._hominissuis	5
Mycobacterium_avium_subsp._paratuberculosis	6
Mycobacterium_canettii	1
Mycobacterium_colombiense	0
Mycobacterium_colombiense_CECT_3035	6
Mycobacterium_intracellulare	5
Mycobacterium_intracellulare_subsp._yongonense	3
Mycobacterium_kansasii	16
Mycobacterium_leprae	0
Mycobacterium_leprae_Kyoto-2	5
Mycobacterium_marseillense	4
Mycobacterium_sp._JS623	20
Mycobacterium_sp._YC-RL4	18
Mycobacterium_tuberculosis	2
Mycobacterium_tuberculosis_complex	10
Mycobacterium_tuberculosis_variant_africanum	0
Mycobacterium_tuberculosis_variant_bovis	0
Mycobacteroides_abscessus	16
Mycobacteroides_abscessus_subsp._abscessus	5
Mycobacteroides_abscessus_subsp._massiliense	1
Mycobacteroides_abscessus_subsp._massiliense_CCUG_48898_=_JCM_15300	3
Mycoplasma_haemocanis	0
Mycoplasma_haemofelis	0
Mycoplasma_mycoides	0
Mycoplasma_ovipneumoniae	0
Mycoplasma_pneumoniae	1
Neisseria_elongata	0
Neisseria_elongata_subsp._glycolytica	4
Neisseria_gonorrhoeae	4
Neisseria_gonorrhoeae_NG-k51.05	1
Neisseria_meningitidis	2
Neisseria_mucosa	1
Neisseria_sicca	2
Neisseria_subflava	0
Neisseria_weaveri	2
Orthohepadnavirus	0
Orthopoxvirus	0
Paraavulavirus	0
Parvimonas_micra	0
Pasteurella_multocida	8
Pasteurella_multocida_subsp._multocida	22
Pasteurella_multocida_subsp._multocida_str._Pm70	1
Pasteurella_multocida_subsp._septica	3
Peptostreptococcus_anaerobius	0
Polyomaviridae	0
Porphyromonas_gingivalis	2
Porphyromonas_gingivalis_A7A1-28	1
Porphyromonas_gingivalis_W83	1
Rickettsia_africae	0
Rickettsia_akari	0
Rickettsia_conorii	0
Rickettsia_felis	0
Rickettsia_japonica	0
Rickettsia_prowazekii	0
Rickettsia_rickettsii	0
Rickettsia_sibirica	0
Rickettsia_sibirica_246	1
Rickettsia_typhi	0
Salmonella_enterica	30
Salmonella_enterica_subsp._VII	5
Salmonella_enterica_subsp._diarizonae	1
Salmonella_enterica_subsp._enterica	28
Salmonella_enterica_subsp._enterica_serovar_Antsalova_str._S01-0511	1
Salmonella_enterica_subsp._enterica_serovar_California	1
Salmonella_enterica_subsp._enterica_serovar_Choleraesuis	4
Salmonella_enterica_subsp._enterica_serovar_Djakarta_str._S-1087	1
Salmonella_enterica_subsp._enterica_serovar_Hadar	2
Salmonella_enterica_subsp._enterica_serovar_Hillingdon_str._N1529-D3	1
Salmonella_enterica_subsp._enterica_serovar_Inverness	1
Salmonella_enterica_subsp._enterica_serovar_Kentucky	1
Salmonella_enterica_subsp._enterica_serovar_Krefeld_str._SA20030536	1
Salmonella_enterica_subsp._enterica_serovar_Macclesfield_str._S-1643	2
Salmonella_enterica_subsp._enterica_serovar_Napoli	1
Salmonella_enterica_subsp._enterica_serovar_Ouakam_str._SA20034636	2
Salmonella_enterica_subsp._enterica_serovar_Saintpaul_str._SARA26	1
Salmonella_enterica_subsp._enterica_serovar_Typhi	2
Salmonella_enterica_subsp._enterica_serovar_Typhimurium	1
Salmonella_enterica_subsp._enterica_serovar_Weltevreden_str._1655	1
Salmonella_enterica_subsp._houtenae_str._ATCC_BAA-1581	2
Salmonella_enterica_subsp._salamae	2
Salmonella_enterica_subsp._salamae_serovar_55:k:z39_str._1315K	5
Sheeppox_virus	0
Shigella_boydii	1
Shigella_dysenteriae	0
Shigella_flexneri	1
Shigella_sonnei	0
Simian_virus_12	0
Staphylococcus_aureus	3
Staphylococcus_cohnii	1
Staphylococcus_epidermidis	1
Staphylococcus_epidermidis_ATCC_12228	1
Staphylococcus_equorum	0
Staphylococcus_hominis	1
Staphylococcus_nepalensis	0
Staphylococcus_saprophyticus	0
Staphylococcus_simulans	0
Staphylococcus_succinus	0
Streptococcus_agalactiae	0
Streptococcus_anginosus	0
Streptococcus_canis	0
Streptococcus_cristatus	0
Streptococcus_dysgalactiae	0
Streptococcus_equi	0
Streptococcus_gallolyticus	1
Streptococcus_gallolyticus_UCN34	1
Streptococcus_gordonii	1
Streptococcus_gordonii_str._Challis_substr._CH1	0
Streptococcus_intermedius	0
Streptococcus_lutetiensis	0
Streptococcus_milleri	0
Streptococcus_mitis	1
Streptococcus_mutans	0
Streptococcus_oralis	0
Streptococcus_parauberis	0
Streptococcus_pneumoniae	1
Streptococcus_pyogenes	0
Streptococcus_salivarius	2
Streptococcus_sanguinis	0
Streptococcus_sp._HSISM1	0
Streptococcus_suis	0
Streptococcus_thermophilus	0
Tannerella_forsythia	0
Tannerella_forsythia_92A2	1
Tannerella_forsythia_KS16	1
Treponema	4
Treponema_azotonutricium_ZAS-9	2
Treponema_brennaborense_DSM_12168	2
Treponema_denticola	0
Treponema_denticola_ATCC_35405	0
Treponema_denticola_H1-T	1
Treponema_medium	1
Treponema_pallidum	0
Treponema_pallidum_subsp._pallidum	0
Treponema_pallidum_subsp._pertenue	0
Treponema_paraluiscuniculi_Cuniculi_A	2
Treponema_parvum	1
Treponema_phagedenis	3
Treponema_primitia_ZAS-2	3
Treponema_ruminis	1
Treponema_socranskii_subsp._buccale	1
Treponema_succinifaciens_DSM_2489	3
Treponema_vincentii	2
Veillonella_parvula	0
Vesicular_stomatitis_Indiana_virus	0
Vibrio_anguillarum	14
Vibrio_anguillarum_775	3
Vibrio_cholerae	69
Vibrio_cholerae_O1_biovar_El_Tor	6
Vibrio_cholerae_O395	3
Vibrio_furnissii	41
Vibrio_furnissii_NCTC_11218	9
Vibrio_parahaemolyticus	11
Vibrio_parahaemolyticus_O1:Kuk_str._FDA_R31	5
Vibrio_parahaemolyticus_UCM-V493	2
Vibrio_splendidus	2
Vibrio_vulnificus	38
Vibrio_vulnificus_CMCP6	4
Vibrio_vulnificus_Env1	2
Vibrio_vulnificus_NBRC_15645_=_ATCC_27562	2
Vibrio_vulnificus_VVyb1(BT3)	5
Vibrio_vulnificus_YJ016	2
Yersinia_aldovae	0
Yersinia_aldovae_670-83	8
Yersinia_aleksiciae	5
Yersinia_enterocolitica	7
Yersinia_enterocolitica_(type_O:5)_str._YE53/03	3
Yersinia_enterocolitica_LC20	6
Yersinia_enterocolitica_subsp._enterocolitica	1
Yersinia_enterocolitica_subsp._palearctica	5
Yersinia_enterocolitica_subsp._palearctica_105.5R(r)	4
Yersinia_intermedia	10
Yersinia_pestis	0
Yersinia_pestis_1412	1
Yersinia_pestis_3067	1
Yersinia_pestis_Antiqua	2
Yersinia_pestis_CO92	0
Yersinia_pseudotuberculosis	0
Yersinia_pseudotuberculosis_complex	3
Yersinia_rohdei	9
Yersinia_ruckeri	20
Yersinia_similis	5
